,id,title,author,authoryearofbirth,authoryearofdeath,gr_pubDate,date,age,yearsToDeath
0,4340.0,The British Barbarians,"Allen, Grant",1848,1899,1895--,1895,47,4
1,4396.0,The Woman Who Did,"Allen, Grant",1848,1899,1895--,1895,47,4
5,5869.0,Michael's Crag,"Allen, Grant",1848,1899,1893--,1893,45,6
6,6010.0,What's Bred in the Bone,"Allen, Grant",1848,1899,1891--,1891,43,8
7,6060.0,Philistia,"Allen, Grant",1848,1899,1884--,1884,36,15
8,13876.0,The Great Taboo,"Allen, Grant",1848,1899,1891--,1891,43,8
9,18788.0,Post-Prandial Philosophy,"Allen, Grant",1848,1899,1894--,1894,46,5
10,30970.0,Miss Cayley's Adventures,"Allen, Grant",1848,1899,1899--,1899,51,0
13,43688.0,"Wednesday the Tenth, A Tale of the South Pacific","Allen, Grant",1848,1899,1890--,1890,42,9
0,14005.0,The Ladies Delight,Anonymous,,,1732--,1732,,
1,15883.0,The London-Bawd: With Her Character and Life: Discovering the Various and Subtle Intrigues of Lewd Women,Anonymous,,,2009-10-4,2009,,
2,17083.0,Adventures of a Sixpence in Guernsey by A Native,Anonymous,,,2005-11-17,2005,,
3,17270.0,The Interlude of Wealth and Health,Anonymous,,,2012-5-17,2012,,
4,20642.0,The Assemble of Goddes,Anonymous,,,2009-5-10,2009,,
5,23390.0,"The True Life of Betty Ireland: With Her Birth, Education, and Adventures. Together with Some Account of Her Elder Sister Blanch of Britain. Containing Sundry Very Curious Particulars",Anonymous,,,2012-5-12,2012,,
6,24825.0,The Ghost of Chatham; A Vision: Dedicated to the House of Peers,Anonymous,,,2012-5-11,2012,,
10,28521.0,The Power of Mesmerism: A Highly Erotic Narrative of Voluptuous Facts and Fancies,Anonymous,,,2006--,2006,,
11,28522.0,Laura Middleton; Her Brother and her Lover,Anonymous,,,1890--,1890,,
12,29189.0,"A Letter From a Clergyman to his Friend,: with an Account of the Travels of Captain Lemuel Gulliver",Anonymous,,,2012-5-12,2012,,
13,30254.0,The Romance of Lust: A Classic Victorian erotic novel,Anonymous,,,1873--,1873,,
15,33735.0,Pamela Censured,Anonymous,,,2011-3-24,2011,,
18,42289.0,Abbotsford,Anonymous,,,1912--,1912,,
1,25129.0,"Baboo Jabberjee, B.A.","Anstey, F.",1856,1934,1897--,1897,41,37
2,26853.0,"Vice Versa; or, A Lesson to Fathers","Anstey, F.",1856,1934,1882--,1882,26,52
3,27284.0,"The Talking Horse, and Other Tales","Anstey, F.",1856,1934,1892--,1892,36,42
4,27507.0,The Giant's Robe,"Anstey, F.",1856,1934,1883--,1883,27,51
5,28459.0,In Brief Authority,"Anstey, F.",1856,1934,1915--,1915,59,19
6,30689.0,The Brass Bottle,"Anstey, F.",1856,1934,1900--,1900,44,34
7,35305.0,Mr Punch's Pocket Ibsen - A Collection of Some of the Master's Best Known Dramas,"Anstey, F.",1856,1934,1893--,1893,37,41
8,36703.0,"A Bayard From Bengal: Being some account of the Magnificent and Spanking Career of Chunder Bindabun Bhosh,...","Anstey, F.",1856,1934,1902--,1902,46,32
10,37449.0,Puppets at Large: Scenes and Subjects from Mr Punch's Show,"Anstey, F.",1856,1934,1897--,1897,41,37
11,37597.0,Voces Populi,"Anstey, F.",1856,1934,1890--,1890,34,44
12,37685.0,The Brass Bottle: A Farcical Fantastic Play in Four Acts,"Anstey, F.",1856,1934,1900--,1900,44,34
13,37691.0,The Travelling Companions: A Story in Scenes,"Anstey, F.",1856,1934,1892--,1892,36,42
14,38657.0,Love Among the Lions: A Matrimonial Experience,"Anstey, F.",1856,1934,1898--,1898,42,36
15,39045.0,"Mr Punch's Model Music Hall Songs and Dramas: Collected, Improved and Re-arranged from Punch","Anstey, F.",1856,1934,1892--,1892,36,42
16,41589.0,Lyre and Lancet: A Story in Scenes,"Anstey, F.",1856,1934,1895--,1895,39,39
17,46173.0,Tourmalin's Time Cheques,"Anstey, F.",1856,1934,1891--,1891,35,43
0,4982.0,A Rock in the Baltic,"Barr, Robert",1850,1912,1906--,1906,56,6
3,8716.0,The Strong Arm,"Barr, Robert",1850,1912,1899--,1899,49,13
4,9263.0,In the Midst of Alarms,"Barr, Robert",1850,1912,1894--,1894,44,18
5,9300.0,"Jennie Baxter, Journalist","Barr, Robert",1850,1912,1899--,1899,49,13
6,9305.0,"One Day's Courtship, and The Heralds of Fame","Barr, Robert",1850,1912,1896--,1896,46,16
8,9312.0,From Whose Bourne,"Barr, Robert",1850,1912,1893--,1893,43,19
9,9379.0,A Woman Intervenes,"Barr, Robert",1850,1912,1896--,1896,46,16
10,14656.0,The Sword Maker,"Barr, Robert",1850,1912,1910--,1910,60,2
11,19369.0,The Triumphs of Eugène Valmont,"Barr, Robert",1850,1912,1906--,1906,56,6
0,2813.0,The Grand Babylon Hôtel,"Bennett, Arnold",1867,1931,1902--,1902,35,29
1,4734.0,The Grim Smile of the Five Towns,"Bennett, Arnold",1867,1931,1907--,1907,40,24
2,5247.0,The Old Wives' Tale,"Bennett, Arnold",1867,1931,1908--,1908,41,23
3,8405.0,Journalism for Women: A Practical Guide,"Bennett, Arnold",1867,1931,1898--,1898,31,33
4,10658.0,Hilda Lessways,"Bennett, Arnold",1867,1931,1911-1-1,1911,44,20
5,10911.0,Buried Alive: A Tale of These Days,"Bennett, Arnold",1867,1931,1908--,1908,41,23
6,11360.0,Sacred and Profane Love: A Novel in Three Episodes,"Bennett, Arnold",1867,1931,1905-1-1,1905,38,26
8,12654.0,The Roll-Call,"Bennett, Arnold",1867,1931,1918--,1918,51,13
9,12673.0,The Pretty Lady,"Bennett, Arnold",1867,1931,1918--,1918,51,13
10,12687.0,The Title: A Comedy in Three Acts,"Bennett, Arnold",1867,1931,1918--,1918,51,13
11,12773.0,Mr. Prohack,"Bennett, Arnold",1867,1931,1922--,1922,55,9
12,12779.0,Helen with the High Hand (2nd ed.),"Bennett, Arnold",1867,1931,1910--,1910,43,21
13,12794.0,"Judith, a Play in Three Acts; Founded on the Apocryphal Book of Judith","Bennett, Arnold",1867,1931,1919-6-4,1919,52,12
15,12986.0,"The Card, a Story of Adventure in the Five Towns","Bennett, Arnold",1867,1931,1911--,1911,44,20
17,13293.0,Tales of the Five Towns,"Bennett, Arnold",1867,1931,1905--,1905,38,26
19,13894.0,The Great Adventure: A Play of Fancy in Four Acts,"Bennett, Arnold",1867,1931,1913--,1913,46,18
21,14653.0,The Feast of St. Friend,"Bennett, Arnold",1867,1931,1911--,1911,44,20
22,15712.0,Hugo: A Fantasia on Modern Themes,"Bennett, Arnold",1867,1931,1906--,1906,39,25
23,17176.0,The Ghost: A Modern Fantasy,"Bennett, Arnold",1867,1931,1907-2-27,1907,40,24
24,21249.0,Clayhanger,"Bennett, Arnold",1867,1931,1910--,1910,43,21
25,29860.0,A Great Man: A Frolic,"Bennett, Arnold",1867,1931,1904--,1904,37,27
26,35505.0,Anna of the Five Towns,"Bennett, Arnold",1867,1931,1902--,1902,35,29
27,40103.0,Denry the Audacious,"Bennett, Arnold",1867,1931,1911--,1911,44,20
0,3663.0,The Girl from Keller's,"Bindloss, Harold",1866,1945,1917--,1917,51,28
1,9778.0,Vane of the Timberlands,"Bindloss, Harold",1866,1945,1911--,1911,45,34
5,14261.0,Alton of Somasco: A Romance of the Great Northwest,"Bindloss, Harold",1866,1945,1905--,1905,39,40
6,14361.0,Carmen's Messenger,"Bindloss, Harold",1866,1945,1917--,1917,51,28
8,14698.0,Ranching for Sylvia,"Bindloss, Harold",1866,1945,1912--,1912,46,33
9,21205.0,The Gold Trail,"Bindloss, Harold",1866,1945,1910--,1910,44,35
10,25910.0,The Long Portage,"Bindloss, Harold",1866,1945,1912--,1912,46,33
11,25916.0,Prescott of Saskatchewan,"Bindloss, Harold",1866,1945,1913-8-,1913,47,32
14,27115.0,The Cattle-Baron's Daughter,"Bindloss, Harold",1866,1945,1906-1-1,1906,40,39
15,27504.0,Lorimer of the Northwest,"Bindloss, Harold",1866,1945,1909-1-,1909,43,36
16,27601.0,Hawtrey's Deputy,"Bindloss, Harold",1866,1945,1910-10-,1910,44,35
18,29183.0,Partners of the Out-Trail,"Bindloss, Harold",1866,1945,1919--,1919,53,26
19,29266.0,Thurston of Orchard Valley,"Bindloss, Harold",1866,1945,1910-2-,1910,44,35
22,34425.0,Johnstone of the Border,"Bindloss, Harold",1866,1945,1916-1-1,1916,50,29
23,35823.0,The Secret of the Reef,"Bindloss, Harold",1866,1945,1914--,1914,48,31
25,36705.0,By Right of Purchase,"Bindloss, Harold",1866,1945,1908-9-,1908,42,37
26,36804.0,The League of the Leopard,"Bindloss, Harold",1866,1945,1914-1-1,1914,48,31
28,37761.0,A Damaged Reputation,"Bindloss, Harold",1866,1945,1908--,1908,42,37
30,38144.0,The Mistress of Bonaventure,"Bindloss, Harold",1866,1945,1907--,1907,41,38
33,38635.0,Delilah of the Snows,"Bindloss, Harold",1866,1945,1907--,1907,41,38
38,39349.0,Wyndham's Pal,"Bindloss, Harold",1866,1945,1919-1-1,1919,53,26
0,4046.0,The Garden of Survival,"Blackwood, Algernon",1869,1951,1918--,1918,49,33
1,5894.0,The Extra Day,"Blackwood, Algernon",1869,1951,1915--,1915,46,36
2,6021.0,A Prisoner in Fairyland (The Book That 'Uncle Paul' Wrote),"Blackwood, Algernon",1869,1951,1913--,1913,44,38
3,9964.0,The Centaur,"Blackwood, Algernon",1869,1951,1911--,1911,42,40
4,10624.0,Three John Silence Stories,"Blackwood, Algernon",1869,1951,1908-9-8,1908,39,43
6,10897.0,The Wendigo,"Blackwood, Algernon",1869,1951,1910--,1910,41,41
8,11377.0,The Man Whom the Trees Loved,"Blackwood, Algernon",1869,1951,1912--,1912,43,39
9,11438.0,The Willows,"Blackwood, Algernon",1869,1951,1907--,1907,38,44
10,11988.0,The Human Chord,"Blackwood, Algernon",1869,1951,1910--,1910,41,41
11,14471.0,The Empty House and Other Ghost Stories,"Blackwood, Algernon",1869,1951,1906--,1906,37,45
13,30974.0,Jimbo: A Fantasy,"Blackwood, Algernon",1869,1951,1909--,1909,40,42
14,33876.0,The Wave: An Egyptian Aftermath,"Blackwood, Algernon",1869,1951,1916--,1916,47,35
15,35132.0,The Promise of Air,"Blackwood, Algernon",1869,1951,1918-1-1,1918,49,33
16,43594.0,The Bright Messenger,"Blackwood, Algernon",1869,1951,1921--,1921,52,30
18,45964.0,Day and Night Stories,"Blackwood, Algernon",1869,1951,1917-7-1,1917,48,34
0,558.0,The Thirty-Nine Steps,"Buchan, John",1875,1940,1915--,1915,40,25
1,559.0,Greenmantle,"Buchan, John",1875,1940,1916--,1916,41,24
2,560.0,Mr. Standfast,"Buchan, John",1875,1940,1919--,1919,44,21
3,611.0,Prester John,"Buchan, John",1875,1940,1910--,1910,35,30
4,715.0,The Moon Endureth: Tales and Fancies,"Buchan, John",1875,1940,1912--,1912,37,28
5,1966.0,The Path of the King,"Buchan, John",1875,1940,1920--,1920,45,20
6,3782.0,Huntingtower,"Buchan, John",1875,1940,1922--,1922,47,18
7,10046.0,Salute to Adventurers,"Buchan, John",1875,1940,1915--,1915,40,25
8,17047.0,The Half-Hearted,"Buchan, John",1875,1940,1900-3-8,1900,25,40
1,12.0,Through the Looking-Glass,"Carroll, Lewis",1832,1898,1871--,1871,39,27
3,620.0,Sylvie and Bruno,"Carroll, Lewis",1832,1898,1889--,1889,57,9
4,651.0,Phantasmagoria and Other Poems,"Carroll, Lewis",1832,1898,1869--,1869,37,29
5,928.0,Alice's Adventures in Wonderland: HTML Edition,"Carroll, Lewis",1832,1898,1865--,1865,33,33
6,19002.0,"Alice's Adventures Under Ground: Being a facsimile of the original Ms. book afterwards developed into ""Alice's Adventures in Wonderland""","Carroll, Lewis",1832,1898,1864-11-,1864,32,34
7,19033.0,Alice's Adventures in Wonderland,"Carroll, Lewis",1832,1898,1865--,1865,33,33
8,28885.0,Alice's Adventures in Wonderland: Illustrated by Arthur Rackham. With a Proem by Austin Dobson,"Carroll, Lewis",1832,1898,1865--,1865,33,33
9,29042.0,A Tangled Tale,"Carroll, Lewis",1832,1898,1885--,1885,53,13
0,155.0,The Moonstone,"Collins, Wilkie",1824,1889,1868--,1868,44,21
1,170.0,The Haunted Hotel: A Mystery of Modern Venice,"Collins, Wilkie",1824,1889,1879--,1879,55,10
2,583.0,The Woman in White,"Collins, Wilkie",1824,1889,1859-11-26,1859,35,30
4,1586.0,Man and Wife,"Collins, Wilkie",1824,1889,1870--,1870,46,19
5,1587.0,The Black Robe,"Collins, Wilkie",1824,1889,1881--,1881,57,8
6,1588.0,A Rogue's Life,"Collins, Wilkie",1824,1889,1879--,1879,55,10
7,1621.0,Miss or Mrs.?,"Collins, Wilkie",1824,1889,1873--,1873,49,16
8,1622.0,The Law and the Lady,"Collins, Wilkie",1824,1889,1875--,1875,51,14
10,1624.0,The Two Destinies,"Collins, Wilkie",1824,1889,1876--,1876,52,13
11,1625.0,The Frozen Deep,"Collins, Wilkie",1824,1889,1857--,1857,33,32
13,1627.0,The Evil Genius: A Domestic Story,"Collins, Wilkie",1824,1889,1886--,1886,62,3
14,1628.0,My Lady's Money,"Collins, Wilkie",1824,1889,1879--,1879,55,10
17,1895.0,Armadale,"Collins, Wilkie",1824,1889,1866--,1866,42,23
19,1975.0,The Legacy of Cain,"Collins, Wilkie",1824,1889,1888--,1888,64,1
20,2006.0,A Fair Penitent,"Collins, Wilkie",1824,1889,1857-7-18,1857,33,32
21,3606.0,"Antonina; Or, The Fall of Rome","Collins, Wilkie",1824,1889,1850--,1850,26,39
22,3632.0,Poor Miss Finch,"Collins, Wilkie",1824,1889,1872--,1872,48,17
23,3633.0,Jezebel's Daughter,"Collins, Wilkie",1824,1889,1880--,1880,56,9
24,3634.0,The Guilty River,"Collins, Wilkie",1824,1889,1886--,1886,62,3
25,4605.0,Basil,"Collins, Wilkie",1824,1889,1852--,1852,28,37
27,7891.0,The Dead Alive,"Collins, Wilkie",1824,1889,1874--,1874,50,15
28,7892.0,Heart and Science: A Story of the Present Time,"Collins, Wilkie",1824,1889,1883--,1883,59,6
30,7894.0,The Fallen Leaves,"Collins, Wilkie",1824,1889,1879--,1879,55,10
31,43092.0,The Dead Secret: A Novel,"Collins, Wilkie",1824,1889,1856--,1856,32,33
